Appname,Date,Score,Text,text
Monica AI: Deep Chat & Search,Unknown,5,helpful,helpful
Monica AI: Deep Chat & Search,Unknown,1,nice,nice
Monica AI: Deep Chat & Search,Unknown,3,Great app,great app
Monica AI: Deep Chat & Search,Unknown,5,It's very awesome and gives impressive answers and make realistic images and videos,its very awesome and gives impressive answers and make realistic images and videos
Monica AI: Deep Chat & Search,Unknown,5,💯💯💯,
Monica AI: Deep Chat & Search,Unknown,5,what a good app this is,what a good app this is
Monica AI: Deep Chat & Search,Unknown,1,it's a good app,its a good app
Monica AI: Deep Chat & Search,Unknown,4,just using it and I'm enjoying it,just using it and im enjoying it
Monica AI: Deep Chat & Search,Unknown,5,So helpful to me,so helpful to me
Monica AI: Deep Chat & Search,Unknown,4,it's a good app,its a good app
Monica AI: Deep Chat & Search,Unknown,5,excellent,excellent
Monica AI: Deep Chat & Search,Unknown,4,apna contact Sahi bana sakta Hoon,apna contact sahi bana sakta hoon
Monica AI: Deep Chat & Search,Unknown,5,It makes my life easier in all aspects,it makes my life easier in all aspects
Monica AI: Deep Chat & Search,Unknown,5,It's absolutely brilliant.,its absolutely brilliant
Monica AI: Deep Chat & Search,Unknown,5,Excelente,excelente
Monica AI: Deep Chat & Search,Unknown,5,helps a lot on my daily tasks,helps a lot on my daily tasks
Monica AI: Deep Chat & Search,Unknown,5,nice,nice
Monica AI: Deep Chat & Search,Unknown,5,Gooooooood,gooooooood
Monica AI: Deep Chat & Search,Unknown,5,wow nice 👍🏻,wow nice
Monica AI: Deep Chat & Search,Unknown,5,good,good
Monica AI: Deep Chat & Search,Unknown,1,Worst experience.,worst experience
Monica AI: Deep Chat & Search,Unknown,5,Great,great
Monica AI: Deep Chat & Search,Unknown,5,may it stay my eyes only please,may it stay my eyes only please
Monica AI: Deep Chat & Search,Unknown,5,excellent AI,excellent ai
Monica AI: Deep Chat & Search,Unknown,4,very good apk,very good apk
Monica AI: Deep Chat & Search,Unknown,5,عالی,عالی
Monica AI: Deep Chat & Search,Unknown,5,gooooooood,gooooooood
Monica AI: Deep Chat & Search,Unknown,5,so real,so real
Monica AI: Deep Chat & Search,Unknown,5,عالیییییی,عالیییییی
Monica AI: Deep Chat & Search,Unknown,5,Excellent,excellent
Monica AI: Deep Chat & Search,Unknown,5,Nice 👌👌,nice
Monica AI: Deep Chat & Search,Unknown,5,it's the best AI app on the planet Earth,its the best ai app on the planet earth
Monica AI: Deep Chat & Search,Unknown,5,Great,great
Monica AI: Deep Chat & Search,Unknown,5,thank u Monica,thank u monica
Monica AI: Deep Chat & Search,Unknown,5,great,great
Monica AI: Deep Chat & Search,Unknown,5,Good😘😘😘😘😘,good
Monica AI: Deep Chat & Search,Unknown,5,👍,
Monica AI: Deep Chat & Search,Unknown,1,no good...,no good
Monica AI: Deep Chat & Search,Unknown,5,wonderful,wonderful
Monica AI: Deep Chat & Search,Unknown,4,its very good to use this app,its very good to use this app
Monica AI: Deep Chat & Search,Unknown,5,It is a very good app for people who live alone 😊😄❤💝💓,it is a very good app for people who live alone
Monica AI: Deep Chat & Search,Unknown,5,Good,good
Monica AI: Deep Chat & Search,Unknown,5,The UI is great. Makes a lot of work easier☺️,the ui is great makes a lot of work easier
Monica AI: Deep Chat & Search,Unknown,4,it.s good app builders is clever,its good app builders is clever
Monica AI: Deep Chat & Search,Unknown,5,it's good,its good
Monica AI: Deep Chat & Search,Unknown,5,amazing,amazing
Monica AI: Deep Chat & Search,Unknown,5,Nothing comes close to its features,nothing comes close to its features
Monica AI: Deep Chat & Search,Unknown,5,very nice,very nice
Monica AI: Deep Chat & Search,Unknown,5,Monica is awesome she is amazing 👏,monica is awesome she is amazing
Monica AI: Deep Chat & Search,Unknown,1,I cannot choose which google account to sign in with.,i cannot choose which google account to sign in with
Monica AI: Deep Chat & Search,Unknown,5,it's great no ad's and easy to use,its great no ads and easy to use
Monica AI: Deep Chat & Search,Unknown,5,محشره,محشره
Monica AI: Deep Chat & Search,Unknown,5,best for helping,best for helping
Monica AI: Deep Chat & Search,Unknown,5,good,good
Monica AI: Deep Chat & Search,Unknown,5,"Fun,it was like i was talking to a real person",funit was like i was talking to a real person
Monica AI: Deep Chat & Search,Unknown,5,बहुत एक्यूरेसी के साथ,बहत एकयरस क सथ
Monica AI: Deep Chat & Search,Unknown,5,better working,better working
Monica AI: Deep Chat & Search,Unknown,5,خوب,خوب
Monica AI: Deep Chat & Search,Unknown,5,Very fun and detailed,very fun and detailed
Monica AI: Deep Chat & Search,Unknown,5,Nice,nice
Monica AI: Deep Chat & Search,Unknown,4,goodbbut have water mark,goodbbut have water mark
Monica AI: Deep Chat & Search,Unknown,5,nice one,nice one
Monica AI: Deep Chat & Search,Unknown,5,nice ai genaration..,nice ai genaration
Monica AI: Deep Chat & Search,Unknown,5,Very good application,very good application
Monica AI: Deep Chat & Search,Unknown,5,excellent,excellent
Monica AI: Deep Chat & Search,Unknown,5,Best!!,best
Monica AI: Deep Chat & Search,Unknown,5,no issues soo far,no issues soo far
Monica AI: Deep Chat & Search,Unknown,4,καλό Μ αρεσε,καλό μ αρεσε
Monica AI: Deep Chat & Search,Unknown,5,good app,good app
Monica AI: Deep Chat & Search,Unknown,4,good,good
Monica AI: Deep Chat & Search,Unknown,5,This AI is incredible! As soon as I can afford I'm going premium with this one.,this ai is incredible as soon as i can afford im going premium with this one
Monica AI: Deep Chat & Search,Unknown,1,خوب,خوب
Monica AI: Deep Chat & Search,Unknown,5,good,good
Monica AI: Deep Chat & Search,Unknown,5,its good app monica help me in my successes,its good app monica help me in my successes
Monica AI: Deep Chat & Search,Unknown,5,very good 😊👍🏻,very good
Monica AI: Deep Chat & Search,Unknown,5,Good app but waiting for more performance overall excellent,good app but waiting for more performance overall excellent
Monica AI: Deep Chat & Search,Unknown,5,cool,cool
Monica AI: Deep Chat & Search,Unknown,2,"Without any reason, my two accounts were blocked and I'm unable to access them again",without any reason my two accounts were blocked and im unable to access them again
Monica AI: Deep Chat & Search,Unknown,3,this is good. q,this is good q
Monica AI: Deep Chat & Search,Unknown,3,assured ai for all kinds of help,assured ai for all kinds of help
Monica AI: Deep Chat & Search,Unknown,5,Ayo this so awesome AI powered with chat got and others! Very fast answer and 40 questions every day!!!,ayo this so awesome ai powered with chat got and others very fast answer and questions every day
Monica AI: Deep Chat & Search,Unknown,5,Me encanta,me encanta
Monica AI: Deep Chat & Search,Unknown,5,Life saver,life saver
Monica AI: Deep Chat & Search,Unknown,5,perfect,perfect
Monica AI: Deep Chat & Search,Unknown,5,خیلی برنامه عالی فقط یک قسمت ساختن عکس هم برای برنامتون بگذارید ممنون از سازنده,خیلی برنامه عالی فقط یک قسمت ساختن عکس هم برای برنامتون بگذارید ممنون از سازنده
Monica AI: Deep Chat & Search,Unknown,4,It is fantastic and requires further development.,it is fantastic and requires further development
Monica AI: Deep Chat & Search,Unknown,5,Absolutely amazing app,absolutely amazing app
Monica AI: Deep Chat & Search,Unknown,1,Really bad app copilot by Microsoft is much better than monica. If anybody needs ai assistance download copilot,really bad app copilot by microsoft is much better than monica if anybody needs ai assistance download copilot
Monica AI: Deep Chat & Search,Unknown,5,Good,good
Monica AI: Deep Chat & Search,Unknown,1,3rd class app,rd class app
Monica AI: Deep Chat & Search,Unknown,3,"Monica ai has really helped me on my teaching career. With this app i enter the class confidently and teach my pypil easily. Ten Stars for Monica ai. Thumb up for the app. this app is great, i receive fast response to every topic i sent.",monica ai has really helped me on my teaching career with this app i enter the class confidently and teach my pypil easily ten stars for monica ai thumb up for the app this app is great i receive fast response to every topic i sent
Monica AI: Deep Chat & Search,Unknown,4,nice,nice
Monica AI: Deep Chat & Search,Unknown,5,wonderful application 🥁👍,wonderful application
Monica AI: Deep Chat & Search,Unknown,5,it amazing special it can analyse image,it amazing special it can analyse image
Monica AI: Deep Chat & Search,Unknown,5,the best,the best
Monica AI: Deep Chat & Search,Unknown,3,great,great
Monica AI: Deep Chat & Search,Unknown,5,Monica is perfect,monica is perfect
Monica AI: Deep Chat & Search,Unknown,5,Monica is amazing 😁👍,monica is amazing
Monica AI: Deep Chat & Search,Unknown,1,3 day free trial with instant sign-up if you forgot to cancel. I'm really not a fan of this model.,day free trial with instant signup if you forgot to cancel im really not a fan of this model
Monica AI: Deep Chat & Search,Unknown,2,I like it but it's always asking me for premium,i like it but its always asking me for premium
Monica AI: Deep Chat & Search,Unknown,1,Cannot get a reply for a subscription issue. I have waited all day for a resolution.,cannot get a reply for a subscription issue i have waited all day for a resolution
Monica AI: Deep Chat & Search,Unknown,5,it's rilly goodddddd🧬✨,its rilly goodddddd
Monica AI: Deep Chat & Search,Unknown,4,Good,good
Monica AI: Deep Chat & Search,Unknown,1,Not usefull,not usefull
Monica AI: Deep Chat & Search,Unknown,5,good,good
Monica AI: Deep Chat & Search,Unknown,5,Excellent,excellent
Monica AI: Deep Chat & Search,Unknown,5,App does what it does and it does it the updates to ai is great and helpful,app does what it does and it does it the updates to ai is great and helpful
Monica AI: Deep Chat & Search,Unknown,5,this ai is better than any other ai,this ai is better than any other ai
Monica AI: Deep Chat & Search,Unknown,1,wasting time,wasting time
Monica AI: Deep Chat & Search,Unknown,5,is the good app,is the good app
Monica AI: Deep Chat & Search,Unknown,5,its super good,its super good
Monica AI: Deep Chat & Search,Unknown,5,Good,good
Monica AI: Deep Chat & Search,Unknown,5,best,best
Monica AI: Deep Chat & Search,Unknown,5,good,good
Monica AI: Deep Chat & Search,Unknown,4,Work on the camera attachnent please,work on the camera attachnent please
Monica AI: Deep Chat & Search,Unknown,5,good 😊,good
Monica AI: Deep Chat & Search,Unknown,5,good,good
Monica AI: Deep Chat & Search,Unknown,5,its very good,its very good
Monica AI: Deep Chat & Search,Unknown,1,Inaccurate info and it gets underwhelmed easily and just says the same thing over and over despite the question,inaccurate info and it gets underwhelmed easily and just says the same thing over and over despite the question
Monica AI: Deep Chat & Search,Unknown,5,nice,nice
Monica AI: Deep Chat & Search,Unknown,5,Good,good
Monica AI: Deep Chat & Search,Unknown,5,حلو,حلو
Monica AI: Deep Chat & Search,Unknown,4,Good,good
Monica AI: Deep Chat & Search,Unknown,5,👌,
Monica AI: Deep Chat & Search,Unknown,5,😘😘,
Monica AI: Deep Chat & Search,Unknown,5,I like 👍 it,i like it
Monica AI: Deep Chat & Search,Unknown,5,This app is amazing all kinds of other different apps to accomplish anything you can learn and they kind of can put together what you're saying what you want I like it,this app is amazing all kinds of other different apps to accomplish anything you can learn and they kind of can put together what youre saying what you want i like it
Monica AI: Deep Chat & Search,Unknown,5,good working AI with outstanding performance,good working ai with outstanding performance
Monica AI: Deep Chat & Search,Unknown,2,I subscribed to the premium plan of this app solely to test its call simulation feature. I'm afraid it's too buggy to rely on. It misinterprets your speech and responds in a different language you have not chosen as your language preferences.,i subscribed to the premium plan of this app solely to test its call simulation feature im afraid its too buggy to rely on it misinterprets your speech and responds in a different language you have not chosen as your language preferences
Monica AI: Deep Chat & Search,Unknown,5,wow really great,wow really great
Monica AI: Deep Chat & Search,Unknown,5,love it,love it
Monica AI: Deep Chat & Search,Unknown,1,I'm not loving the update i don't have the option to change the tone of what i'm working on unless i ask it to do so while i'm writing i used to be able to press a button and bunch of options would pop up letting me choise what tone i wanted,im not loving the update i dont have the option to change the tone of what im working on unless i ask it to do so while im writing i used to be able to press a button and bunch of options would pop up letting me choise what tone i wanted
